cca301s1g00043,cpa1s1g00620,dz186s6g00774,ga198s11g03403,hli2s8g00012,hum1sNW_018397273.1g00053,opy300s25g00677,tc180s4g00387
.,cpa1s1g00852,dz186s16g00300,ga198s4g01606,.,hum1sNW_018397272.1g00110,opy300s32g00775,tc180s4g00606
.,cpa1s1g00907,dz186s9g01080,ga198s7g02500,.,hum1sNW_018397272.1g00020,opy300s17g00847,tc180s4g00524
.,cpa1s1g01279,dz186s29g00538,ga198s3g00817,.,hum1sNW_018397260.1g00179,opy300s18g00231,tc180s8g01061
.,cpa1s1g01367,dz186s2g00053,ga198s4g00677,.,hum1sNW_018397259.1g00076,opy300s1g02400,tc180s5g01044
.,cpa1s1g01575,dz186s2g01816,ga198s1g01121,.,hum1sNW_018397260.1g00816,opy300s9g01332,tc180s8g00468
.,cpa1s1g01615,dz186s18g00068,ga198s5g02919,hli2s15g00475,hum1sNW_018397262.1g00122,.,tc180s8g01399
.,cpa1s1g01687,dz186s27g00477,ga198stig00019248g00006,hli2s7g00481,hum1sNW_018397260.1g00376,.,tc180s8g00865
.,cpa1s1g01982,.,ga198s5g02775,hli2s6g01275,hum1sNW_018397260.1g01247,opy300s38g00827,tc180s8g00084
.,cpa1s1g02007,dz186s2g01490,ga198s1g01435,.,hum1sNW_018397260.1g01283,opy300s9g01131,tc180s8g00057
.,cpa1s1g02013,.,ga198s5g02145,hli2s7g00769,hum1sNW_018397260.1g01285,opy300s40g00373,tc180s8g00055
.,cpa1s1g02066,dz186s27g00584,ga198s2g00581,.,hum1sNW_018397260.1g00148,opy300s1g02048,tc180s8g01101
.,cpa1s1g02165,dz186s29g00475,ga198s6g00412,hli2s6g00931,.,opy300s1g01950,tc180s8g00933
.,cpa1s1g02237,dz186s1g00711,ga198s7g01313,.,hum1sNW_018397257.1g00344,opy300s3g01167,tc180s9g01827
.,cpa1s1g02461,dz186s18g00010,ga198s8g02719,.,hum1sNW_018397254.1g01159,opy300s30g00450,tc180s3g01322
.,cpa1s1g02521,dz186s2g01458,ga198s1g01415,.,hum1sNW_018397260.1g01325,opy300s9g01113,tc180s8g00015
.,cpa1s1g02583,dz186s20g00460,ga198s13g00671,hli2s17g00731,hum1sNW_018397254.1g01778,.,tc180s2g01125
.,cpa1s1g02584,XP_022728561.1,ga198s5g02645,.,hum1sNW_018397286.1g00021,opy300s40g01015,tc180s8g01115
.,cpa1s1g02632,dz186s2g01414,ga198s5g02264,hli2s7g00696,hum1sNW_018397260.1g00568,opy300s40g00466,.
.,cpa1s2g00041,dz186s19g00224,ga198s10g01650,.,hum1sNW_018397264.1g00274,opy300s39g00171,tc180s4g01241
.,cpa1s2g00054,dz186s17g00012,ga198s12g02612,.,hum1sNW_018397290.1g00113,opy300s10g00024,tc180s2g00024
.,cpa1s2g00059,dz186s12g01216,ga198s12g02611,.,hum1sNW_018397290.1g00115,opy300s10g00022,tc180s2g00022
.,cpa1s2g00199,dz186s28g00144,ga198s9g00032,.,hum1sNW_018397258.1g01456,opy300s34g00480,tc180s1g01780
.,cpa1s2g00222,dz186s19g00904,ga198s9g02676,hli2s3g01357,.,opy300s27g00148,tc180s4g02150
.,cpa1s2g00270,dz186s10g01158,ga198s5g00880,.,hum1sNW_018397257.1g00600,opy300s8g00403,tc180s9g02075
.,cpa1s2g00298,dz186s10g00829,ga198s4g02069,.,hum1sNW_018397256.1g00116,opy300s2g00764,tc180s9g01397
.,cpa1s2g00307,dz186s17g00459,ga198s13g00593,.,hum1sNW_018397261.1g00795,opy300s7g01339,tc180s2g00637
.,cpa1s2g00375,dz186s4g00920,ga198s5g03317,.,hum1sNW_018397268.1g00166,opy300s22g01121,tc180s10g00169
.,cpa1s2g00602,dz186s25g00655,ga198s3g01410,.,hum1sNW_018397283.1g00085,opy300s12g00097,tc180s2g02480
.,cpa1s2g00632,dz186s25g00632,ga198s3g01417,.,hum1sNW_018397283.1g00058,opy300s12g00111,tc180s2g02451
.,cpa1s2g00726,dz186s8g01321,ga198s3g01469,hli2s17g01594,hum1sNW_018397266.1g00061,.,tc180s2g02330
.,cpa1s2g00786,dz186s25g00782,ga198s12g01126,hli2s17g01791,.,opy300s10g01290,tc180s2g02642
.,cpa1s2g00792,dz186s25g00787,ga198s13g00838,hli2s17g01795,.,opy300s7g00011,tc180s2g02648
.,cpa1s2g00802,dz186s25g00797,ga198s12g01111,.,hum1sNW_018397304.1g00016,opy300s10g01305,tc180s2g02658
.,cpa1s2g01023,dz186s23g00406,ga198s10g00246,.,hum1sNW_018397268.1g00245,opy300s21g00182,tc180s10g00257
.,cpa1s2g01076,.,ga198s10g00167,hli2s16g01107,hum1sNW_018397268.1g00202,opy300s22g01135,tc180s10g00205
.,cpa1s2g01164,dz186s23g00290,ga198s6g01983,.,hum1sNW_018397268.1g00099,opy300s30g00892,tc180s10g00095
.,cpa1s2g01375,dz186s25g00680,ga198s13g00890,.,hum1sNW_018397283.1g00127,opy300s7g00102,tc180s2g02518
.,cpa1s2g01390,dz186s4g00835,ga198s5g03093,.,hum1sNW_018397269.1g00413,opy300s22g01440,tc180s10g00760
.,cpa1s2g01505,dz186s7g00827,ga198s5g03179,hli2s15g01271,hum1sNW_018397268.1g00542,.,tc180s10g00566
.,cpa1s2g01538,dz186s26g00010,ga198s3g00670,hli2s10g00010,.,opy300s39g00552,tc180s4g02268
.,cpa1s2g01585,dz186s9g00931,ga198s11g03424,.,hum1sNW_018397255.1g01305,opy300s25g00416,tc180s1g01285
.,cpa1s2g01691,dz186s21g00127,ga198s9g01159,.,hum1sNW_018397257.1g00519,opy300s2g00559,tc180s9g01992
.,cpa1s2g01736,.,ga198s2g01309,hli2s10g01277,hum1sNW_018397261.1g01328,opy300s7g00970,tc180s2g00149
.,cpa1s2g01775,dz186s20g00878,ga198stig00015610g00039,.,hum1sNW_018397261.1g01177,opy300s10g00165,tc180s2g00275
.,cpa1s2g02065,dz186s21g00467,ga198s8g02379,.,hum1sNW_018397257.1g01182,opy300s3g01643,tc180s9g02647
.,cpa1s2g02402,dz186s21g00362,ga198s7g01033,.,hum1sNW_018397257.1g00979,opy300s3g01525,tc180s9g02425
.,cpa1s2g02420,dz186s10g00970,ga198s1g02326,.,hum1sNW_018397257.1g00985,opy300s2g00211,tc180s9g02433
.,cpa1s2g02502,dz186s1g00660,ga198s9g01219,hli2s11g00698,.,opy300s3g01203,tc180s9g01893
.,cpa1s2g02655,dz186s8g00944,ga198s5g03565,.,hum1sNW_018397280.1g00005,opy300s18g00761,tc180s2g01604
.,cpa1s2g02682,dz186s25g00821,ga198s5g03541,.,hum1sNW_018397266.1g00396,opy300s18g00750,tc180s2g02012
.,cpa1s3g00008,dz186s18g00652,ga198s11g00748,.,hum1sNW_018397259.1g01436,opy300s4g00003,tc180s5g02365
.,cpa1s3g00022,dz186s4g00011,ga198s13g02230,.,hum1sNW_018397259.1g01415,opy300s44g00024,tc180s5g02345
.,cpa1s3g00028,dz186s18g01015,.,hli2s19g02191,hum1sNW_018397259.1g01410,opy300s28g01239,tc180s5g02340
.,cpa1s3g00072,.,ga198s13g02212,hli2s19g02169,hum1sNW_018397259.1g01367,opy300s44g00046,tc180s5g02300
.,cpa1s3g00093,dz186s18g00966,ga198s11g00807,.,hum1sNW_018397259.1g01346,opy300s4g00050,tc180s5g02278
.,cpa1s3g00094,dz186s18g00965,ga198s11g00802,.,hum1sNW_018397259.1g01345,opy300s4g00052,tc180s5g02277
.,cpa1s3g00098,dz186s24g00583,ga198s10g02373,hli2s5g00743,.,opy300s22g00330,tc180s6g00625
.,cpa1s3g00183,dz186s18g00894,ga198s8g02443,.,hum1sNW_018397259.1g01251,opy300s30g00078,tc180s5g02189
.,cpa1s3g00225,dz186s8g00256,ga198s4g01556,.,hum1sNW_018397282.1g00031,opy300s10g01429,tc180s7g01115
.,cpa1s3g00226,dz186s7g00077,ga198s11g00440,.,hum1sNW_018397259.1g01221,opy300s30g00102,tc180s5g02156
.,cpa1s3g00512,dz186s26g00358,ga198s9g02485,.,hum1sNW_018397264.1g00676,opy300s27g00415,tc180s4g01635
.,cpa1s3g00516,.,ga198s3g00374,hli2s3g00971,hum1sNW_018397264.1g00679,opy300s39g00461,tc180s4g01640
.,cpa1s3g00546,dz186s19g00501,ga198s10g01393,.,hum1sNW_018397264.1g00710,opy300s29g00466,tc180s4g01671
.,cpa1s3g00589,dz186s26g00313,ga198s9g02531,.,hum1sNW_018397264.1g00758,opy300s27g00338,tc180s4g01722
.,cpa1s3g00619,dz186s19g00515,ga198s9g02502,.,hum1sNW_018397264.1g00720,opy300s27g00376,tc180s4g01687
.,cpa1s3g00645,dz186s30g00010,ga198s11g02206,.,hum1sNW_018397257.1g01059,opy300s12g03228,tc180s9g02514
.,cpa1s3g00782,dz186s7g00208,ga198s11g01244,hli2s11g01804,.,opy300s4g00457,tc180s5g01814
.,cpa1s3g00783,dz186s18g00550,ga198s13g02072,.,hum1sNW_018397259.1g00873,opy300s44g00233,tc180s5g01815
.,cpa1s3g00833,dz186s1g00910,ga198s8g00235,hli2s1g00574,.,opy300s33g00213,tc180s9g01499
.,cpa1s3g01360,dz186s5g01177,ga198s11g02518,.,hum1sNW_018397255.1g01619,opy300s12g02717,tc180s1g01578
.,cpa1s3g01426,dz186s5g01132,ga198s7g01797,.,hum1sNW_018397255.1g01672,opy300s13g00777,tc180s1g01634
.,cpa1s3g01446,dz186s5g01114,ga198s7g02316,.,hum1sNW_018397255.1g01707,opy300s16g00418,tc180s1g01664
.,cpa1s3g01662,dz186s19g00375,ga198s10g01482,.,hum1sNW_018397264.1g00620,opy300s29g00611,tc180s4g01582
.,cpa1s3g01691,dz186s14g00034,ga198s8g01799,hli2s12g01589,hum1sNW_018397254.1g00107,.,tc180s3g02276
.,cpa1s3g01806,dz186s2g00866,ga198s9g01836,hli2s16g00015,.,opy300s1g03203,tc180s5g00024
.,cpa1s3g02110,dz186s19g00742,ga198s10g01190,.,hum1sNW_018397264.1g01007,opy300s29g00229,tc180s4g01961
.,cpa1s3g02180,dz186s19g00799,.,hli2s3g01269,hum1sNW_018397264.1g01079,opy300s42g00096,tc180s4g02026
.,cpa1s3g02352,dz186s5g00946,ga198s8g00706,.,hum1sNW_018397258.1g01293,opy300s13g00101,tc180s1g01925
.,cpa1s3g02359,dz186s5g00952,ga198s11g02679,hli2s14g00787,.,opy300s14g00550,tc180s1g01916
.,cpa1s3g02623,dz186s15g01014,ga198s9g02797,.,hum1sNW_018397261.1g00336,opy300s15g00084,tc180s3g00806
.,cpa1s3g02646,dz186s20g00493,ga198s4g00165,.,hum1sNW_018397254.1g01716,opy300s35g00637,tc180s2g01065
.,cpa1s4g00544,dz186s9g00672,ga198s11g02164,hli2s8g01228,.,opy300s34g01276,tc180s1g00125
.,cpa1s4g00831,dz186s15g00171,ga198s1g02695,.,hum1sNW_018397254.1g00584,opy300s1g01160,tc180s3g01831
.,cpa1s4g00851,dz186s5g00162,ga198s11g03238,.,hum1sNW_018397258.1g00272,opy300s12g01792,tc180s1g02854
.,cpa1s4g01030,dz186s12g00137,ga198s13g01004,.,hum1sNW_018397266.1g00012,opy300s7g00205,tc180s2g02389
.,cpa1s4g01185,.,ga198s1g01753,hli2s12g01167,hum1sNW_018397254.1g00262,opy300s1g00929,tc180s3g02143
.,cpa1s4g01339,dz186s6g01484,ga198s11g03608,.,hum1sNW_018397255.1g00342,opy300s34g01124,tc180s1g00351
.,cpa1s4g01381,dz186s3g00623,ga198s12g00404,.,hum1sNW_018397254.1g00858,opy300s6g01083,tc180s3g01581
.,cpa1s4g01484,dz186s3g00205,ga198s12g00672,.,hum1sNW_018397254.1g00745,opy300s6g01423,tc180s3g01685
.,cpa1s4g01500,dz186s11g00244,.,hli2s2g00418,hum1sNW_018397275.1g00046,opy300s17g01138,tc180s6g00582
.,cpa1s4g01516,.,ga198s9g00977,hli2s5g00762,hum1sNW_018397275.1g00030,opy300s11g00987,tc180s6g00595
.,cpa1s4g01859,.,ga198s1g00452,hli2s15g00900,hum1sNW_018397262.1g00330,opy300s10g01575,tc180s7g00919
.,cpa1s4g01862,dz186s22g00642,ga198s11g00523,.,hum1sNW_018397262.1g00332,opy300s37g00676,tc180s7g00917
.,cpa1s4g01874,dz186s6g00011,ga198s13g01891,.,hum1sNW_018397262.1g00344,opy300s38g00337,tc180s7g00903
.,cpa1s4g01881,dz186s22g00591,ga198s1g00514,hli2s19g00757,hum1sNW_018397262.1g00377,.,tc180s7g00861
.,cpa1s4g01898,dz186s22g00626,ga198s11g00531,.,hum1sNW_018397262.1g00354,opy300s37g00687,tc180s7g00891
.,cpa1s4g01926,dz186s22g00555,ga198s7g02626,.,hum1sNW_018397262.1g00413,opy300s11g00388,tc180s7g00802
.,cpa1s4g02005,dz186s22g00218,ga198s1g00849,.,hum1sNW_018397262.1g00816,opy300s10g02001,tc180s7g00343
.,cpa1s4g02061,dz186s22g00182,ga198s1g00876,hli2s19g00200,hum1sNW_018397262.1g00868,.,tc180s7g00268
.,cpa1s4g02219,dz186s22g00057,ga198s5g04250,.,hum1sNW_018397262.1g01036,opy300s11g00051,tc180s7g00086
.,cpa1s4g02267,dz186s22g00018,ga198s13g01629,.,hum1sNW_018397262.1g01094,opy300s38g00017,tc180s7g00034
.,cpa1s4g02447,dz186s22g00412,ga198s5g03945,.,hum1sNW_018397262.1g00575,opy300s11g00273,tc180s7g00593
.,cpa1s5g00089,dz186s20g00366,ga198s1g00319,.,hum1sNW_018397264.1g01273,opy300s29g00059,tc180s4g02209
.,cpa1s5g00291,dz186s13g00532,ga198s12g02810,hli2s14g01015,.,opy300s16g00715,tc180s1g02190
.,cpa1s5g00399,dz186s26g00504,ga198s3g01008,.,hum1sNW_018397264.1g00219,opy300s42g00404,tc180s4g01194
.,cpa1s5g00583,dz186s1g00961,ga198s13g02567,.,hum1sNW_018397256.1g00093,opy300s36g00546,tc180s9g01415
.,cpa1s5g00586,dz186s24g00328,ga198s11g02893,.,hum1sNW_018397258.1g00890,opy300s12g02227,tc180s1g02305
.,cpa1s5g00634,XP_022757056.1,ga198s8g01618,.,hum1sNW_018397258.1g00290,opy300s14g00967,tc180s1g02837
.,cpa1s5g00939,dz186s5g00420,ga198s7g01523,.,hum1sNW_018397258.1g00589,opy300s13g00452,tc180s1g02560
.,cpa1s5g00940,dz186s5g00421,ga198s7g01522,.,hum1sNW_018397258.1g00590,opy300s13g00451,tc180s1g02559
.,cpa1s5g00984,.,ga198s11g03031,hli2s14g01278,hum1sNW_018397258.1g00617,opy300s12g02037,tc180s1g02531
.,cpa1s5g01019,dz186s5g00465,ga198s7g01493,.,hum1sNW_018397258.1g00652,opy300s13g00416,tc180s1g02502
.,cpa1s5g01085,dz186s1g00638,ga198s9g01206,.,hum1sNW_018397257.1g00438,opy300s2g00628,tc180s9g01915
.,cpa1s5g01154,dz186s13g00404,ga198s7g01468,.,hum1sNW_018397258.1g00764,opy300s16g00875,tc180s1g02417
.,cpa1s5g01231,dz186s4g01561,ga198s7g00909,.,hum1sNW_018397263.1g00211,opy300s27g00515,tc180s5g00213
.,cpa1s5g01476,dz186s13g00105,ga198s11g03250,.,hum1sNW_018397258.1g00234,opy300s12g01774,tc180s1g02888
.,cpa1s5g01558,dz186s5g00591,.,hli2s14g01138,hum1sNW_018397258.1g00822,opy300s12g02187,tc180s1g02366
.,cpa1s5g01576,dz186s5g00577,ga198s7g01457,.,hum1sNW_018397258.1g00807,opy300s13g00349,tc180s1g02381
.,cpa1s5g01585,dz186s22g00724,ga198s11g00491,.,hum1sNW_018397262.1g00230,opy300s37g00648,tc180s7g01018
.,cpa1s5g01602,dz186s11g00111,ga198s6g02262,.,hum1sNW_018397274.1g00212,opy300s17g01098,tc180s6g00219
.,cpa1s5g01681,dz186s24g00635,ga198s10g02327,hli2s2g00376,hum1sNW_018397274.1g00216,opy300s22g00174,.
.,cpa1s5g01995,dz186s28g00172,.,hli2s5g00829,hum1sNW_018397275.1g00104,opy300s22g00257,tc180s6g00517
.,cpa1s6g00053,dz186s12g00877,ga198s4g00459,hli2s17g00595,.,opy300s10g00492,tc180s2g00905
.,cpa1s6g00066,dz186s17g00662,ga198s4g00350,.,hum1sNW_018397254.1g01549,opy300s35g00710,tc180s2g00892
.,cpa1s6g00072,dz186s17g00657,ga198s4g00349,.,hum1sNW_018397254.1g01543,opy300s35g00711,tc180s2g00887
.,cpa1s6g00128,dz186s17g00508,ga198s3g02487,hli2s10g00943,.,opy300s12g01139,tc180s2g00697
.,cpa1s6g00154,dz186s9g00445,ga198s13g00376,.,hum1sNW_018397254.1g01381,opy300s7g01406,tc180s2g00724
.,cpa1s6g00186,dz186s17g00549,ga198s13g00403,.,hum1sNW_018397254.1g01409,opy300s7g01428,tc180s2g00751
.,cpa1s6g00321,dz186s23g00828,ga198s6g02137,.,hum1sNW_018397269.1g00278,opy300s30g00550,tc180s10g00899
.,cpa1s6g00504,dz186s26g00359,ga198s3g00372,.,hum1sNW_018397264.1g00675,opy300s39g00458,tc180s4g01634
.,cpa1s6g00810,dz186s17g00697,ga198s12g02745,.,hum1sNW_018397254.1g01600,opy300s12g01326,tc180s2g00944
.,cpa1s6g00813,dz186s12g00849,ga198s13g00481,.,hum1sNW_018397254.1g01597,opy300s10g00511,tc180s2g00942
.,cpa1s6g00937,dz186s20g00835,ga198s3g02661,.,hum1sNW_018397261.1g01090,opy300s24g00057,tc180s2g00361
.,cpa1s6g01108,dz186s16g00915,ga198s11g03616,.,hum1sNW_018397255.1g00304,opy300s25g00084,tc180s1g00311
.,cpa1s6g01133,dz186s16g00897,.,hli2s8g01095,hum1sNW_018397255.1g00329,opy300s17g00150,tc180s1g00338
.,cpa1s6g01222,.,ga198s11g03456,hli2s4g00617,hum1sNW_018397255.1g01151,opy300s25g00488,tc180s1g01141
.,cpa1s6g01228,dz186s16g00504,ga198s11g03455,.,hum1sNW_018397255.1g01156,opy300s25g00487,tc180s1g01146
.,cpa1s6g01325,dz186s20g00480,ga198s3g02258,.,hum1sNW_018397254.1g01741,opy300s12g01416,tc180s2g01088
.,cpa1s6g01690,dz186s19g00045,ga198s3g00035,.,hum1sNW_018397264.1g00069,opy300s39g00037,tc180s4g01039
.,cpa1s6g02046,dz186s18g00469,ga198s11g01404,.,hum1sNW_018397259.1g00792,opy300s4g00527,tc180s5g01736
.,cpa1s6g02079,dz186s4g00131,ga198s11g00960,.,hum1sNW_018397259.1g01138,opy300s4g00219,tc180s5g02076
.,cpa1s6g02160,dz186s18g00592,ga198s11g01195,.,hum1sNW_018397259.1g00919,opy300s4g00397,tc180s5g01868
.,cpa1s6g02283,dz186s4g00168,.,hli2s19g01954,hum1sNW_018397259.1g01062,opy300s28g01071,tc180s5g02011
.,cpa1s7g00207,.,ga198s6g02340,hli2s2g01210,hum1sNW_018397267.1g00072,opy300s17g01566,Tc06v2_t019470.2
.,cpa1s7g00273,dz186s24g00008,.,hli2s2g01245,hum1sNW_018397267.1g00015,opy300s22g01103,tc180s6g01738
.,cpa1s7g00370,dz186s11g00906,ga198s5g01752,.,hum1sNW_018397267.1g00396,opy300s23g00912,tc180s6g01380
.,cpa1s7g00466,dz186s11g00855,ga198s10g02814,.,hum1sNW_018397267.1g00466,opy300s22g00841,tc180s6g01312
.,cpa1s7g00485,dz186s11g00820,ga198s5g01700,.,hum1sNW_018397267.1g00507,opy300s19g00765,tc180s6g01269
.,cpa1s7g00519,dz186s11g00787,.,hli2s2g00917,hum1sNW_018397267.1g00549,opy300s23g00998,tc180s6g01226
.,cpa1s7g00656,dz186s1g01692,ga198s5g00443,hli2s3g00700,.,opy300s8g01133,tc180s9g00462
.,cpa1s7g00985,dz186s11g00827,ga198s3g00080,.,hum1sNW_018397267.1g00498,opy300s23g00971,tc180s6g01275
.,cpa1s7g01098,dz186s1g01829,ga198s6g00811,.,hum1sNW_018397256.1g00920,opy300s2g01408,tc180s9g00633
.,cpa1s7g01115,dz186s1g01839,ga198s13g02385,hli2s3g00569,hum1sNW_018397256.1g00911,.,tc180s9g00645
.,cpa1s7g01376,dz186s6g00708,ga198s5g00640,.,hum1sNW_018397256.1g01470,opy300s2g02022,tc180s9g00124
.,cpa1s7g01398,dz186s10g00108,ga198s12g01728,.,hum1sNW_018397256.1g01554,opy300s8g00815,tc180s9g00026
.,cpa1s7g01431,dz186s1g01347,ga198s7g00017,hli2s3g00925,.,opy300s3g00035,tc180s9g00054
.,cpa1s7g01538,dz186s10g00564,ga198s6g00634,.,hum1sNW_018397256.1g00616,opy300s2g01638,tc180s9g00901
.,cpa1s7g01569,dz186s1g01294,ga198s6g00625,.,hum1sNW_018397256.1g00591,opy300s2g01653,tc180s9g00926
.,cpa1s7g01717,dz186s1g01494,ga198s5g00582,hli2s15g00134,hum1sNW_018397256.1g01373,opy300s8g00964,.
.,cpa1s7g01725,dz186s1g01498,ga198s5g00580,.,hum1sNW_018397256.1g01369,opy300s8g00966,tc180s9g00225
.,cpa1s7g01749,.,ga198s1g02605,hli2s1g00551,hum1sNW_018397256.1g00028,opy300s2g00967,tc180s9g01470
.,cpa1s7g01785,dz186s9g00162,ga198s10g02155,.,hum1sNW_018397255.1g00797,opy300s20g00440,tc180s1g00800
.,cpa1s7g01813,dz186s1g00966,ga198s5g00020,.,hum1sNW_018397256.1g00099,opy300s8g01626,tc180s9g01410
.,cpa1s7g01955,dz186s1g01236,ga198s7g02142,.,hum1sNW_018397256.1g00516,opy300s8g01448,tc180s9g01003
.,cpa1s7g01978,dz186s1g01253,ga198s7g00416,.,hum1sNW_018397256.1g00541,opy300s3g00550,tc180s9g00979
.,cpa1s7g02007,dz186s1g01278,ga198s6g00610,.,hum1sNW_018397256.1g00565,opy300s2g01673,tc180s9g00948
.,cpa1s7g02144,dz186s13g00326,ga198s11g03033,hli2s14g01281,.,opy300s12g02034,tc180s1g02534
.,cpa1s8g00136,dz186s2g00482,ga198s2g01641,.,hum1sNW_018397263.1g00500,opy300s4g01459,tc180s5g00535
.,cpa1s8g00169,dz186s23g00789,ga198s6g02091,.,hum1sNW_018397269.1g00321,opy300s30g00602,tc180s10g00839
.,cpa1s8g00305,dz186s4g01575,ga198s9g01949,hli2s16g00118,.,opy300s1g03116,tc180s5g00185
.,cpa1s8g00538,dz186s5g00005,ga198s5g02666,hli2s9g01280,hum1sNW_018397258.1g00019,.,tc180s1g03117
.,cpa1s8g00540,.,ga198s8g01737,hli2s9g01281,hum1sNW_018397258.1g00018,opy300s14g01102,tc180s1g03118
.,cpa1s8g00899,dz186s2g00820,ga198stig00000254g00040,.,hum1sNW_018397263.1g00072,opy300s9g00044,tc180s5g00077
.,cpa1s8g01027,dz186s2g00691,ga198s4g00679,hli2s16g00152,.,opy300s4g01653,tc180s5g00250
.,cpa1s8g01060,dz186s23g00814,.,hli2s19g01006,hum1sNW_018397269.1g00293,opy300s30g00574,tc180s10g00875
.,cpa1s8g01191,dz186s8g01060,ga198s3g01837,.,hum1sNW_018397266.1g00565,opy300s12g00525,tc180s2g01850
.,cpa1s8g01293,dz186s8g00294,ga198s8g00435,.,hum1sNW_018397273.1g00086,opy300s31g00303,tc180s4g00416
.,cpa1s8g01354,dz186s12g00498,ga198s3g01937,.,hum1sNW_018397266.1g00707,opy300s12g00423,tc180s2g01709
.,cpa1s8g01365,dz186s12g00505,ga198s4g00550,.,hum1sNW_018397266.1g00719,opy300s35g00354,tc180s2g01696
.,cpa1s8g01431,.,ga198s4g00571,hli2s11g00033,hum1sNW_018397263.1g00054,opy300s4g01782,tc180s5g00059
.,cpa1s8g01448,dz186s4g00638,ga198s2g01437,.,hum1sNW_018397259.1g00005,opy300s9g00349,tc180s5g00983
.,cpa1s8g01992,dz186s4g00660,ga198s13g00013,.,hum1sNW_018397271.1g00037,opy300s28g00630,tc180s5g00901
.,cpa1s9g00026,dz186s14g00655,ga198s12g00191,.,hum1sNW_018397254.1g01314,opy300s26g00359,tc180s3g01186
.,cpa1s9g00075,dz186s3g00668,ga198s12g00228,.,hum1sNW_018397254.1g01246,opy300s6g00843,tc180s3g01246
.,cpa1s9g00101,dz186s14g00612,ga198s9g00551,.,hum1sNW_018397254.1g01223,opy300s1g00691,tc180s3g01272
.,cpa1s9g00368,dz186s3g01426,ga198s1g01909,.,hum1sNW_018397261.1g00231,opy300s1g00254,tc180s3g00704
.,cpa1s9g00383,dz186s14g00999,ga198s12g00985,.,hum1sNW_018397261.1g00215,opy300s6g00199,tc180s3g00693
.,cpa1s9g00447,.,ga198s7g00494,hli2s12g00038,hum1sNW_018397261.1g00644,opy300s5g01633,tc180s3g01082
.,cpa1s9g00465,.,ga198s7g00502,hli2s12g00050,hum1sNW_018397261.1g00620,opy300s5g01620,tc180s3g01063
.,cpa1s9g00542,dz186s15g00727,ga198s8g02054,hli2s13g00552,.,opy300s26g00574,tc180s3g00322
.,cpa1s9g00811,dz186s3g01621,ga198s12g00877,.,hum1sNW_018397261.1g00510,opy300s6g00073,tc180s3g00957
.,cpa1s9g00913,dz186s14g01152,ga198s7g00509,.,hum1sNW_018397261.1g00606,opy300s5g01615,tc180s3g01052
.,cpa1s9g00926,dz186s15g00902,.,hli2s13g00309,hum1sNW_018397261.1g00117,opy300s1g00301,tc180s3g00612
.,cpa1s9g01183,dz186s14g01036,ga198s1g02009,.,hum1sNW_018397261.1g00302,opy300s1g00198,tc180s3g00771
.,cpa1s9g01261,dz186s3g01718,ga198s12g00808,.,hum1sNW_018397265.1g00316,opy300s6g00010,tc180s3g00152
.,cpa1s9g01273,dz186s14g01172,ga198s11g03658,.,hum1sNW_018397265.1g00307,opy300s26g00824,tc180s3g00161
.,cpa1s9g01317,dz186s15g00780,ga198s3g01256,.,hum1sNW_018397265.1g00008,opy300s6g00693,tc180s3g00434
.,cpa1s9g01344,dz186s15g00800,ga198s9g01844,hli2s12g00541,.,opy300s15g00239,tc180s3g00056
.,cpa1s9g01592,dz186s14g00942,ga198s12g01045,.,hum1sNW_018397255.1g01047,opy300s6g00291,tc180s1g01046
.,cpa1s9g01629,dz186s3g01306,ga198s1g01971,.,hum1sNW_018397261.1g00070,opy300s1g00324,tc180s3g00558
.,cpa1s9g01959,dz186s7g00517,ga198s6g01945,.,hum1sNW_018397268.1g00034,opy300s30g00929,tc180s10g00029
.,cpa1s9g02019,dz186s11g00649,ga198s6g02458,.,hum1sNW_018397267.1g00752,opy300s17g01297,tc180s6g01050
cca301s1g00498,cpa1s6g01296,.,.,.,hum1sNW_018397279.1g00007,opy300s39g00002,tc180s4g00005
cca301s1g00514,cpa1s1g00246,dz186s5g01616,ga198s11g02225,.,.,opy300s12g03212,.
cca301s1g01993,cpa1s1g00165,.,.,.,hum1sNW_018397269.1g00110,opy300s21g00404,tc180s4g00832
cca301s1g01994,cpa1s1g00164,.,.,.,hum1sNW_018397269.1g00111,opy300s13g01150,tc180s4g00833
cca301s1g02544,cpa1s6g00356,.,ga198s1g00045,hli2s10g01025,.,opy300s24g00106,.
cca301s1g02849,cpa1stig0000540g00080,.,ga198s3g02783,hli2s17g00041,.,opy300s12g00738,.
cca301s1g03343,cpa1s4g02134,.,.,hli2s19g00143,.,opy300s11g00090,tc180s7g00205
cca301s2g00486,cpa1s4g00323,dz186s9g00367,ga198s11g01846,.,.,opy300s34g00953,.
cca301s2g00909,cpa1s6g00622,dz186s6g01113,.,.,.,opy300s20g00308,tc180s1g01062
cca301s2g01593,cpa1s3g01428,dz186s13g00838,ga198s11g02554,.,.,opy300s12g02677,.
cca301s2g02553,cpa1s3g02041,.,ga198s4g00518,.,.,opy300s42g00270,tc180s4g01561
cca301s3g02609,cpa1s9g00893,.,.,.,hum1sNW_018397261.1g00596,opy300s15g00017,tc180s3g01037
cca301s4g01047,cpa1s5g00626,dz186s5g00607,ga198s12g01671,.,.,opy300s16g00816,.
